text,label
"[Υπάρχει, περίπτωση, δει, 18χρονη, ντυμένη, τριγυρίζει, δρόμους, γυρίσει, δει, πανέμορφη, ηθοποιός, εθεάθη, Νέα, Υόρκη, εφαρμοστό, τζιν, άκρως, εντυπωσιακές, μπότες, λευκό, μπλουζάκι, άφηνε, λίγα, φαντασία, τυχερός, ταξιτζής, όχημα, επιβιβάστηκε, αρκετό, χρόνο, θαυμάσει, σταματημένος, κόκκινο, φανάρι, Δείτε, αποκαλυπτική, εμφάνιση, 18χρονης, θεωρείται, στιγμή, καυτά, ονόματα, Χόλιγουντ, φέρει, τίτλο, Λολίτας, fashion, ταλέντα, ηθοποιός, τραγουδίστρια, χορεύτρια, μοντέλο, Οσον, αφορά, ερωτική, ζωή, σχέση, Βρετανό, ηθοποιό, Πηγή]",0
"[αφορμή, εορτασμό, χρόνων, ημέρα, άνθρωπος, περπάτησε, αστρικό, σώμα, Γης, κοινό, ταξιδέψει, απώτερο, διάστημα, έργο, διευρυμένης, πραγματικότητας, έργο, -η, πρωτοπόρα, Αμερικανή, καλλιτέχνης, εξέλιξε, κοινού, καλλιτέχνη, Χουάνγκ, παρουσιάζει, φανταστική, εικόνα, δορυφόρου, Γης, χρησιμοποιώντας, συγχώνευση, εικόνων, μεταφορών, ελληνική, μυθολογία, λογοτεχνία, επιστήμη, ταινίες, επιστημονικής, φαντασίας, σύγχρονη, πολιτική, κατάσταση, αποτέλεσμα, 15λεπτο, ταξίδι, περιλαμβάνονται, αστερισμοί, σχήμα, βιολογικών, οργανισμών, εκλείψει, λέξεις, ΔΗΜΟΚΡΑΤΙΑ, σχηματίζονται, αστέρια, θεατές, ταξιδεύουν, δεινοσαύρους, μεταμορφώνονται, κάντιλακ, στιγμή, Σελήνη, παρουσιάζεται, δυστοπική, χωματερή, πλαστικών, απορριμμάτων, πυρηνικών, αποβλήτων, άστρα, εκρήγνυνται, καταλήγει, θέαμα, πυροτεχνήματα, μόνον, εικονικό, σώμα, χαθεί, περιστρεφόμενο, βάθη, διαστήματος]",1
"[πόλεμος, Συρία, στοιχίσει, ζωή, περισσότερους, ανθρώπους, Μαρτίου, άρχισε, εξέγερση, καθεστώτος, Μπασάρ, ανακοίνωσε, Κυριακή, Συριακό, Παρατηρητήριο, Ανθρωπίνων, Δικαιωμάτων, Καταγράψαμε, νεκρούς, χρόνια, πόλεμο, άμαχοι, δήλωσε, Αμπντέλ, Ραχμάν, διευθυντής, Παρατηρητηρίου, διαθέτει, εκτεταμένο, δίκτυο, πηγών, Συρία, Σύμφωνα, περισσότεροι, άνθρωποι, σκοτωθεί, αρχή, περασμένου, Φεβρουαρίου]",0
"[Αντιμέτωποι, συνεχείς, αλλαγές, τεχνολογικές, κοινωνικές, εξελίξεις, γεννηθέντες, περίοδο, 1980-1994, γεν., απογοητεύονται, παραδοσιακά, θεσμικά, όργανα, αντιμετωπίζουν, σκεπτικά, κίνητρα, επιχειρήσεων, παραμένουν, απαισιόδοξοι, αναφορικά, οικονομική, κοινωνική, πρόοδο, σύμφωνα, αναφέρει, έρευνα, Σύμφωνα, αποτελέσματα, γενιά, φιλόδοξη, προηγούμενες, επηρεασμένη, συνεχείς, κοινωνικές, οικονομικές, ανακατατάξεις, πλειοψηφία, εκπροσώπων, θέτουν, προτεραιότητα, πλούτο, υψηλούς, μισθούς, στιγμή, δημιουργία, οικογένειας, παραδοσιακών, συνηθειών, βρίσκονται, ψηλά, λίστα, στόχους, προτιμά, πραγματοποιήσει, ταξίδια, κόσμο, σχέση, αγοράσει, σπίτι, ή, αποκτήσει, παιδιά, επιθυμία, κάνουν, διαφορά, εμφανής, προσωπικές, ανησυχίες, κλιματική, αλλαγή, περιβάλλον, σημαντικότερα, ζητήματα, ανέδειξαν, παράγοντες, εξετάζουν, επιλογή, καταναλωτικών, προϊόντων, υπηρεσιών, εργοδοτών, υπόλοιπες, εταιρείες, λειτουργήσουμε, προληπτικά, προσαρμοστούμε, μεταβαλλόμενες, ανάγκες, κοινωνίας, περιβάλλοντός, περιλαμβάνει, αντίληψη, αναγκών, σημερινών, μελλοντικών, επαγγελματιών, προσαρμογή, ή, ενσωμάτωση, αναγκών, στρατηγική, επιχειρησιακό, μοντέλο, γνωρίζουν, θέλουν, αναζητούν, εταιρείες, μοιράζονται, πεποιθήσεις, βασικές, αξίες, εργαστούν, παράδειγμα, αναζητούν, εταιρείες, ανταποδίδουν, αξία, κοινωνία, προσφέρουν, επαγγελματίες, σύγχρονη, εκμάθηση, διαφανή, επαγγελματική, πορεία, ανταγωνιστικούς, μισθούς, καλές, συνθήκες, εργασίας, σημαντικό, ενδιαφέρουσα, εργασία, γεμάτη, προκλήσεις, Ελλάδος, επιδιώκουμε, ελκυστική, εταιρεία, γενιές, ανέφερε, Ανάλια, Κόκκορη, Ελλάδος, οικονομική, αισιοδοξία, θεσμική, εμπιστοσύνη, κοινωνική, κινητικότητα, πρόβλεψη, ερωτηθέντων, οικονομική, βελτίωση, μειώθηκε, χαμηλότερο, επίπεδο, τελευταίων, ετών, ερωτηθέντων, αναμένει, οικονομικές, συνθήκες, χώρες, βελτιωθούν, επόμενο, έτος, συγκριτικά, χρόνο, ανισότητα, εισοδημάτων, ανεργία, αναφέρθηκαν, κορυφαίες, προκλήσεις, αντιμετωπίζει, σήμερα, κόσμος, πιθανώς, παράγοντες, επηρεάζουν, απαισιόδοξες, απόψεις, οικονομία, προηγούμενες, έρευνες, συμμετέχοντες, εξέφρασαν, αρνητική, άποψη, πολιτικούς, θρησκευτικούς, ηγέτες, δηλώνει, πολιτικοί, ηγέτες, αποτυγχάνουν, θετικό, αντίκτυπο, κόσμο, ερωτηθέντων, υποστηρίζουν, θρησκευτικούς, ηγέτες, αναφέρει, απολύτως, εμπιστοσύνη, πηγές, αξιόπιστων, πληροφοριών, συνεχώς, εξελισσόμενο, τοπίο, τεχνολογίας, μέσων, ενημέρωσης, προκαλεί, ανησυχίες, αναφορικά, ιδιωτικότητα, ασφάλεια, κυβερνοχώρο, εμπιστοσύνη, μμε, χαμηλή, ερωτηθέντων, δήλωσε, παραδοσιακά, αρνητικό, αντίκτυπο, κόσμο, εξέφρασε, μηδενική, εμπιστοσύνη, ενημέρωσης, αφορά, social, media, αισθάνεται, ή, χρήση, κάνει, ψηφιακές, συσκευές, κοινωνικά, δίκτυα, ερωτηθέντων, πιστεύει, υγιές, μειώσει, ενασχόληση, κοινωνικά, δίκτυα, εύχεται, μπορούσε, σταματήσει, χρησιμοποιεί, γενιές, παρουσιάζονται, επιφυλακτικές, αφορά, ασφάλεια, κυβερνοχώρο, Αξίζει, σημειωθεί, δήλωσε, ανησυχεί, πέσει, θύμα, ηλεκτρονικής, απάτης, Ομοίως, ανησυχεί, τρόπο, οργανισμοί, μοιράζονται, προσωπικά, δεδομένα, Χαρακτηριστικό, παράδειγμα, ανησυχίας, οργανισμούς, μοιράζονται, προσωπικά, δεδομένα, τερματίσει, καταναλωτική, σχέση, αδυναμίας, εταιρειών, προστατεύουν, επιχειρήσεις, προσαρμοστούν, καταναλωτές, εργαζομένους, κινούνται, βάσει, αξιακού, συστήματος, απόψεις, επιχειρήσεις, συνεχίζουν, επιδεινώνονται, ερωτηθέντων, δήλωσε, επιχειρήσεις, θετικό, αντίκτυπο, κοινωνία, ποσοστό, μικρότερο, επιχειρήσεις, εργαστούν, σκληρά, βελτιώσουν, αντίληψη, δίνουν, χρήματά, υποστηρίζουν, έμπρακτα, αξίες, συγκεκριμένα, ξεκινήσει, ή, εμβαθύνει, επιχειρηματικές, σχέσεις, πιστεύει, προϊόντα, ή, υπηρεσίες, επιχειρήσεων, θετικές, επιπτώσεις, κοινωνία, ή, περιβάλλον, Παράλληλα, τερματίσει, ή, μειώσει, σχέσεις, εταιρείες, φαίνεται, αρνητικό, αντίκτυπο, Αναφορικά, επιρροή, τεχνολογίας, εργατικό, δυναμικό, πιστεύει, νέες, τεχνολογίες, αυξήσουν, θέσεις, εργασίας, θεωρεί, μεταβαλλόμενη, φύση, εργασίας, δημιουργήσει, δυσκολία, εύρεση, ή, αλλαγή, θέσης, εργασίας, πιστεύει, ή, λίγες, δεξιότητες, απαιτούνται, πετύχει, εποχή, Τέταρτης, Βιομηχανικής, Επανάστασης, υποστηρίζουν, επιχείρηση, υπεύθυνη, κατάρτιση, εργαζομένων, αντιμετωπίσουν, εξελισσόμενες, προκλήσεις, αντίθεση, φοιτά, σχολείο, ή, αποφοίτησε, πρόσφατα, εντοπίζει, ευθύνη, ακαδημαϊκό, κόσμο]",1
"[κίνηση, ακραίας, κομματικοποίησης, ικανοποίησης, ιδιωτικών, συμφερόντων, προχώρησε, κυβέρνηση, Μητσοτάκη, τοποθέτηση, διοίκησης, ΕΛΠΕ, ικανοποιώντας, πλήρως, απαιτήσεις, κ., αναφέρει, ΣΥΡΙΖΑ, νέα, διοίκηση, ΕΛΠΕ, κόμμα, αξιωματικής, αντιπολίτευσης, ανακοίνωσή, σχολιάζει, κυβέρνηση, Μητσοτάκη, πέταξε, κάλαθο, αχρήστων, εξαγγελίες, αξιοποίηση, στελεχών, κόμματα, παρατάξεις, διορίζοντας, κομματικούς, εκλεκτούς, πρώην, υπουργό, πρώην, πρόεδρο, ομίλου, κ., Παπαθανασίου, παρουσίασε, θετικό, έργο, υπουργικό, πεδίο, όμιλο, ζημίες, ΕΛΠΕ, ελλείμματα, χώρα, φαιδρότητες, χαρτοπετσέτες, Υποστηρίζει, επιλογή, υποθηκεύει, όμιλο, διετία, κατέγραψε, συνολικές, ζημιές, εκατ., ευρώ, σήμερα, σημείωσε, ρεκόρ, κερδών, παραγωγής, εξαγωγών, δημιούργησε, νέες, θέσεις, εργασίας, Προειδοποιούμε, κυβέρνηση, τονίζει, ΣΥΡΙΖΑ, γίνει, ανεκτή, απόπειρα, πώλησης, ιδιωτικοποίησης, ομίλου, αλλαγή, όμιλο, βάρος, συμφερόντων, ελληνικού, δημοσίου, εργαζομένων, Ιδιαίτερα, διανοηθεί, προβεί, υπόγειες, αδιαφανείς, διαδικασίες, ή, παραχωρήσει, τομέα, έρευνας, δικαιώματα, Δημοσίου, ενεργειακά, αποθέματα, ΣΥΡΙΖΑ, σημειώνει, ρόλος, ΕΛΠΕ, θεωρείται, αναντικατάστατος, ελληνική, οικονομία, λόγο, απαιτείται, κατάθεση, κυβέρνηση, παραγωγικού, βιώσιμου, business, plan, ανάπτυξης, ομίλου, λόγο, παρακολουθούμε, εξελίξεις, παρεμβαίνουμε, Ελπίζουμε, καταλήγει, ΣΥΡΙΖΑ, ΕΛΠΕ, κυβέρνηση, ΝΔ, ακολουθήσει, τακτική, ΔΕΗ, κ, Χατζηδάκης, συνεχίζει, επιδίδεται, μοναχικό, διαγωνισμό, καταστροφολογίας, πείσει, πολυπαραμετρικό, σενάριό, απλά, πουλήσει, ασημικά, δίκτυα, ενέργειας]",1
"[βούληση, κυβέρνησης, υπουργείου, Εσωτερικών, στηριχθεί, δυνάμεις, Περιφερειακή, Αυτοδιοίκηση, εξέφρασε, νεοεκλεγέντες, περιφερειάρχες, υπουργός, Εσωτερικών, Τάκης, Θεοδωρικάκος, υπουργός, χαρακτήρισε, Τοπική, Αυτοδιοίκηση, βασικό, πυλώνα, ανάπτυξη, Περιφέρειας, υποσχέθηκε, δυνατή, συνεργασία, καταστεί, αντίληψη, κτήμα, κοινωνίας, πλαίσιο, ξεπεραστούν, εμπόδια, προκλήθηκαν, λειτουργία, περιφερειακών, συμβουλίων, εφαρμογή, απλής, αναλογικής, αυτοδιοικητικές, εκλογές, κ., Θεοδωρικάκος, ζήτησε, προτάσεις, περιφερειαρχών, διαμόρφωση, κοινής, θέσης, ενίσχυσης, κυβερνησιμότητας, ζήτησε, συνοπτική, ενημέρωση, κατάσταση, Υπηρεσιών, Πολιτικής, Προστασίας, αντιμετωπιστούν, καλύτερο, τρόπο, πιθανές, συνέπειες, επικείμενης, κακοκαιρίας, προβλέπει, ΕΜΥ, Ειδικότερα, συνάντηση, συμμετείχε, υφυπουργός, Θεοδωρος, Λιβάνιος, περιφερειάρχες, Γ., Πατούλης, Αττικής, Κ., Αγοραστός, Θεσσαλία, Στ., Αρναουτάκης, Κρήτη, Απ., Τζιτζικώστας, Μακεδονία, Αλ., Καχριμάνης, Ήπειρος, Ρόδη, Κράτσα, Ιόνια, νησιά, Κ., Βορ, Αιγαίο, Γιωρ, Χατζημάρκος, Αιγαίο, Χρ., Μέτιος, Αν., Μακεδονίας, Θράκη, Νίκας, Πελοπόννησος, Φ., Σπανός, Στ., Ελλάδα, περιφερειάρχης, Δυτ, Μακεδονίας, Γιώργος, Κασαπίδης, απουσίαζε, προγραμματισμένων, υποχρεώσεων, ακολουθήσει, συνάντηση, επόμενες, ημέρες, έναρξη, σύσκεψης, εισαγωγική, δήλωση, υπουργός, Εσωτερικών, καλωσόρισε, περιφερειάρχες, διαβεβαίωση, κυβέρνησή, Αυτοδιοίκηση, ιδιαίτερα, Περιφέρειες, βασικός, πυλώνας, ανάπτυξη, ενίσχυση, επενδύσεων, απασχόλησης, κοινωνική, συνοχή, εξυπηρέτηση, πολιτών, Δεσμεύτηκε, κοινή, πορεία, απόλυτη, συνεργασία, αντίληψη, γίνει, κτήμα, πολιτών, κοινωνία, δει, χειροπιαστά, αποτελέσματα, ξανανιώσει, ελπίδα, προοπτική, χρόνια, κρίσης, Χαρακτήρισε, σημαντική, παρουσίαση, υλοποίηση, ολοκληρωμένου, σχεδίου, έργα, δράσεις, ανταποκρίνονται, ανάγκες, πολιτών, περιοχής, Σχολίασε, θετικό, γεγονός, ταύτισης, εκλογικού, πολιτικού, κύκλου, κυβέρνησης, Περιφερειών, προϋπόθεση, υλοποίηση, υπουργός, τόνισε, αντιμετωπιστεί, πρόβλημα, κυβερνησιμότητας, Περιφερειών, Δήμων, εφαρμογή, απλής, αναλογικής, δημιουργεί, τεράστια, προβλήματα, θέτουν, κίνδυνο, στοιχειώδη, λειτουργία, Περιφερειών, δήμων, κ., ανακοίνωσε, κυβέρνηση, αποφασισμένη, προχωρήσει, ταχύτερο, δυνατό, νομοθετική, παρέμβαση, αντιμετωπιστεί, θέμα, δώσει, δυνατότητα, περιφερειάρχες, περίπτωση, πλειοψηφία, όργανα, διοίκησης, Περιφερειών, Σημείωσε, συνάντηση, πραγματοποιήθηκε, υπάρξει, συνολική, θεώρηση, πραγμάτων, ζήτησε, ενημέρωση, κατάσταση, Υπηρεσιών, Πολιτικής, Προστασίας, επίκειται, νέο, κύμα, κακοκαιρίας, Σχολιάζοντας, δυσκολίες, κακοκαιρίας, αντιμετώπισε, έναρξη, θητείας, νέα, κυβέρνηση, Χαλκιδική, σημείωσε, άψογη, αποτελεσματική, συνεργασία, υπηρεσιών, Πολιτικής, Προστασίας, Κεντρικής, Μακεδονίας, κρατικού, μηχανισμού]",1
"[απασχόλησε, Παναθηναϊκό, βραδινή, έξοδο, αλκοτέστ, όμορφη, barwoman, καίει, facebook, πανέμορφη, δούλευε, μαγαζί, Εσιέν, ήπιε, ποτάκι, νεαρή, καλλονή, κάνει, παρέα, Πηγή, gazzetta.gr]",0
"[ρόλος, Περιφερειών, καθοριστικός, Ελλάδα, επόμενης, μέρας, δίνω, μεγάλη, σημασία, εκλεγούν, άνθρωποι, πιστεύουν, κυβερνητικό, πρόγραμμα, ΝΔ, υπογράμμισε, πρόεδρος, ΝΔ, Κυριάκος, Μητσοτάκης, διαδοχικές, συναντήσεις, Τετάρτη, υποψήφιους, περιφερειάρχες, υποστηριζόμενους, Νέα, Δημοκρατία, ενόψει, δεύτερου, γύρου, αυτοδιοικητικών, εκλογών, σύμφωνα, ενημερωτικό, σημείωμα, ΝΔ., κ., Μητσοτάκης, συναντήθηκε, Γιώργο, Πατούλη, υποψήφιο, περιφερειάρχη, Αττικής, Ρόδη, Κράτσα, υποψήφια, περιφερειάρχη, Ιονίων, Νήσων, σημειώνεται, ενημερωτικό, σημείωμα, νεότερη, γενιά, στελεχών, ΝΔ, δοκιμάζονται, φορά, αξίωμα, επικράτησαν, αντιπάλων, γύρο, υποψήφιο, περιφερειάρχη, Δυτικής, Ελλάδος, Νεκτάριο, Φαρμάκης, υποψήφιο, περιφερειάρχη, Στερεάς, Ελλάδας, Φάνη, Σπανό, πρόεδρος, Νέας, Δημοκρατίας, συνεχάρη, υποψήφιους, περιφερειάρχες, εξέφρασε, πλήρη, στήριξή, ενόψει, δεύτερου, γύρου, προσεχούς, Κυριακής, εξέφρασε, αισιοδοξία, κερδίσουν, περιφέρειες, διεκδικούν, Σύμφωνα, ενημέρωση, κόμματος, αξιωματικής, αντιπολίτευσης, κ., Μητσοτάκης, τόνισε, μεγάλη, σημασία, προσδίδει, συνεργασία, υλοποίηση, αναπτυξιακού, σχεδίου, ΝΔ, στήριξη, μεγάλης, πλειοψηφίας, πολιτών, εθνικές, εκλογές, εξαναγκάστηκε, προκηρύξει, κ., Τσίπρας, ήττα, κόμματός, Σημειώνεται, τέλος, βάσει, αποτελεσμάτων, περασμένης, Κυριακής, περιφερειάρχες, στηρίζει, ΝΔ, εκλεγεί, ποσοστά, γύρο, περιφέρειες, διεξαχθεί, επαναληπτικός, γύρος, ΝΔ, προβάδισμα]",1
"[Ντονατέλα, Βερσάτσε, Ιταλίδα, σχεδιάστρια, μόδας, αντιπρόεδρος, ομίλου, Versace, αναγνωρίζεται, κοινότητα, σχεδιάστρια, μόδας, σύμφωνα, δημοσίευμα, ανακηρύχθηκε, επίσημη, πρέσβειρα, Στόουνγουολ, οργάνωση, δραστηριοποιείται, ευαισθητοποίηση, υποστήριξη, κοινότητας, κοινωνικής, υπεράσπισης, κοινοτικής, συμμετοχής, λέξεις, εκφράσουν, πόσο, μεγάλη, τιμή, ονομάζομαι, πρέσβειρα, δήλωσε, Ντονατέλα, Βερσάτσε, WWD, συνέβη, ιδιαίτερο, έστρεψε, προσοχή, κόσμου, θέματα, διαφορετικότητας, ισότητας, βασικών, πολιτικών, δικαιωμάτων, αποδοχής, συμπλήρωσε, Σήμερα, γιορτάζουμε, τεράστια, επιτεύγματα, αγώνων, χρόνων, ενάντια, προκαταλήψεις, αδικία, περήφανη, προσθέτω, φωνή, εκατομμυρίων, ανθρώπων, δύναμη, θάρρος, απαιτήσουν, αλλαγή, status, quo, καλύτερη, ζωή, καλύτερο, κόσμο, τόνισε, πρώην, υπουργός, Εξωτερικών, ΗΠΑ, Χίλαρι, Κλίντον, Τόμας, ή, ανακηρύχθηκαν, πρέσβειρες, φέτος, είδηση, ανακοινώθηκε, ενόψει, Ημέρας, Ιουνίου, ανάμνηση, Ταραχών, Ιουνίου, εισβολή, αστυνομίας, γκέι, μπαρ, Νέα, Υόρκη, ξεκίνησε, σειρά, βίαιες, διαδηλώσεις, μέλη, κοινότητας, οδήγησαν, αγώνα, δικαιώματά]",1
"[Σαουδάραβας, καμικάζι, Ισλαμικού, Χαλιφάτου, κάλεσε, Σαουδάραβες, ξεκινήσουν, τζιχάντ, εκφράζοντας, ελπίδα, οργάνωση, εξαπλωθεί, Σαουδική, Αραβία, εκδιώξει, άπιστους, Αραβική, Χερσόνησο, σύμφωνα, υπηρεσία, παρακολούθησης, ισλαμιστικών, ιστοσελίδων, άνδρας, ονομάζεται, Αμπού, πραγματοποίησε, επίθεση, αυτοκτονίας, Αύγουστο, πόλη, Ράκα, Συρίας, στρατιωτικό, διοικητικό, κέντρο, Ισλαμικού, Χαλιφάτο, ανέβηκε, χθες, ιστοσελίδα, Ισλαμικού, Κράτους, Απευθύνοντας, πρόσκληση, συμπατριώτες, εξαπολύσουν, επιθέσεις, βασιλικής, οικογένειας, Σαουδικής, Αραβίας, Δυτικών, ηγεσίας, μουσουλμανικής, ιεραρχίας, χώρας, καταδίκασε, Ισλαμικό, Κράτος, καμικάζι, λέει, Ήρθε, ώρα, πούμε, εκδιώξουμε, άπιστους, Αραβική, Χερσόνησο, φωτιά, ξεκινά, μικρή, σπίθα, σπίθα, ξεκινήσει, φωτιά, εκραγεί, οικογένειας, ραβίνων, ιερέων, Σαουδάραβας, καμικάζι, καλεί, αυτόκλητο, Χαλίφη, Αμπού, ηγηθεί, προέλασης, Ισλαμικού, Κράτους, γενέτειρα, ισλάμ, ανώτατο, συμβούλιο, μουσουλμάνων, ιερωμένων, Σαουδικής, Αραβίας, σώμα, χώρα, εξουσιοδότηση, έκδοσης, φάτουα, νομικών, γνωμοδοτήσεων, ανακοίνωσε, χθες, τρομοκρατία, αποτελεί, ειδεχθές, έγκλημα, απερίφραστη, επίθεση, διατυπώσει, σήμερα, συντηρητική, ισλαμική, ιεραρχία, ισλαμικού, εξτρεμισμού, Ισλαμικού, Κράτους, άνθρωποι, καταδικαστεί, μακροχρόνιες, ποινές, φυλάκισης, τελευταίους, μήνες, Σαουδική, Αραβία, αδικήματα, συνδέονται, επιθέσεις, ισλαμικών, οργανώσεων, βασιλείου, δεκαετία, απόπειρες, στράτευσης, ατόμων, ξένες, συρράξεις, Φεβρουάριο, βασιλιάς, υπέγραψε, διάταγμα, προβλέπει, φυλάκιση, ατόμων, υποστηρίζουν, εξτρεμιστικές, οργανώσεις, ή, ξενιτεύονται, πολεμήσουν, ενισχύονται, ανησυχίες, νεαροί, Σαουδάραβες, επιστρέφοντας, πολεμικά, μέτωπα, Συρίας, ή, Υεμένης, οργανώσουν, επιθέσεις, πατρίδα]",0
"[γενικός, γραμματέας, Οργανισμού, Ισλαμικής, Συνεργασίας, υποστήριξε, Καθαρή, Δευτέρα, συγκρούσεις, Συρία, συνεχιστούν, μεγάλο, διάστημα, καλώντας, παράλληλα, κυβέρνηση, ασιατικής, χώρας, σταματήσει, βιαιότητες, ξεκινήσει, διάλογο, Αντιπολίτευση, κατάσταση, Συρία, θλιβερή, Καθημερινά, άνθρωποι, σκοτώνονται, χύνεται, αίμα, πόλεις, ρημάζουν, εξήγησε, Εκμελεντίν, Ιχσάνογλου, συνέντευξη, Τύπου, παραχώρησε, περιθώριο, ετήσιας, συνόδου, Συμβουλίου, Ανθρωπίνων, Δικαιωμάτων, Ο.Η.Ε., Γενεύη, Τούρκος, αξιωματούχος, εμφανίστηκε, απαισιόδοξος, σημειώνοντας, βλέπει, ενδείξεις, συμφιλίωσης, ώρα, διεθνείς, συνθήκες, δείχνουν, κρίση, διάρκεια, Ελπίζουμε, λουτρό, αίματος, δολοφονίες, σταματήσουν, σύντομα, ελπίδα, πρόσθεσε, Σύμφωνα, κυβερνητική, οργάνωση, Συριακό, Παρατηρητήριο, Ανθρωπίνων, Δικαιωμάτων, εδρεύει, Λονδίνο, περισσότεροι, άνθρωποι, σκοτωθεί, Συρία, ξέσπασε, εξέγερση, χρόνο, Επιμέλεια, Μάριος, Βελέντζας]",0
"[αντιπρόεδρος, ιταλικής, κυβέρνησης, κήρυξε, πόλεμο, σήμερα, γερμανικής, ΜΚΟ, ομώνυμο, πλοίο, περισυνέλλεξε, χθες, μετανάστες, ανοικτά, ακτών, Λιβύης, δημοσίευσε, σήμερα, διάταγμα, διατάσσει, ιταλικές, δυνάμεις, επιβολής, νόμου, λαμβάνουν, απαραίτητο, μέτρο, εμποδίζουν, είσοδο, ή, διέλευση, πλοίου, χωρικά, ύδατα, Ιταλίας, υπουργός, Εσωτερικών, ηγέτης, ακροδεξιάς, Λέγκας, εξοργιστεί, άρνηση, πλοίου, γερμανικής, κυβερνητικής, οργάνωσης, κατευθυνθεί, Τρίπολη, πράσινο, φως, δώσει, λιβυκές, αρχές, πλοίο, πράσινο, φως, αποβιβάσει, συμπεριφορά, μοιάζει, πραγματική, παράνομη, κατακράτηση, ανθρώπων, πολιτικούς, λόγους, Εμπλέκονται, διαμάχη, υπουργείο, Εσωτερικών, πλάτες, μεταναστών, δηλώσει, αποβιβάσει, επιζώντες, Λιβύη, Τρίπολη, ασφαλές, λιμάνι, εγκληματικό, στέλνονται, διασωθέντες, θάλασσα, εμπόλεμη, χώρα, απαντήσει, πλευρά, λογαριασμό, κατηγορώντας, ΕΕ, συνεργός, κτηνωδίες, μοναδική, πρόταση, λάβαμε, Λιβύης, απαράδεκτη, πλοίο, κατευθύνεται, βορρά, διευκρίνισε, εκπρόσωπος, Τύπου, ερωτηθείς, Γαλλικό, Πρακτορείο, Σύμφωνα, ιστότοπο, παρακολουθεί, θαλάσσιες, συγκοινωνίες, πλοίο, κατευθύνεται, βορρά, έβαλε, πλώρη, ιταλική, νήσο, Λαμπεντούζα, Τετάρτη, διέσωσε, μετανάστες, βρίσκονταν, φουσκωτή, λέμβο, ανοικτά, Λιβύης, προκαλώντας, οργή, αντιπροέδρου, ιταλικής, κυβέρνησης, καταγγείλει, μηχανορραφίες, πλοίου, χαρακτηρίζει, πειρατικό, παράνομο]",1
